sentence	label
Love this dvd. Can't go wrong with it.Watched this on TV for the first 	 1
This book was boring as all get out....from beginning to end BORING...I couldn't take it anymore after chapter 9 I had to skip to chapter 20 and sure enough more ridiculous boring writing...and I'm not sure what others are reading but this book is no way romantic.... it's a tragedy story...true sad but not heart wrenching... 	 0
I installed this dimmer to replace an older bulb which failed after a year of use.  This is a very bright bulb and I am very happy with the purchase.  The bulbs are very bright and I am happy with the size of the light.I bought this to replace a broken one I had.  I love the color and the fact that the light goes out so quickly.  I just installed it to replace a broken one that was in the garage.  I love the light and have had no problems.  The included instructions were helpful and easy to follow.  This bulb is super bright and has a good color temperature.  I would recommend this bulb to anyone that is looking for a good value.  Highly recommend.This is a great tool for getting things done or working in a tight space. It's very useful for removing screws, making screws in tight spaces, and even cutting through wood or concrete. It's also a great tool for cutting things that need to be done in tight spaces. It's small, easy to use, and does a great job of doing the job.Great, very strong, and I like that it doesn't come on at night.  I also like the fact that it has a feature that 	 1
My dog just loves these. And they seem to hold up better than most dog toys do. 	 0
There is no can in sight. The pieces are just too small. There is a tiny piece of 	 1
i bought he man Masters of the Universe. I was a little surprised that I was not able to get the DVD to play, but it is the first time I have purchased it. It is a great movie. I will be watching it again. It was good. I love a good family movie. I did not know about the ending. I think the ending was good. I would recommend to anyone who loves a good family movie. I loved this movie. It was very funny, very touching, very uplifting. This is a must have for any fan of the movie and especially for those who are older. I can't wait to get the second season. I have been a fan of "The Mummy" for years and I've always loved this movie. 	 1
Good Memory card! But prices are a little lower than other brands. Also, the graphics card has 	 1
This bra was just what I was looking for! I wanted a bra with straps that don't slip off my shoulders. This bra design will prevent this I think, and that will be great. Also, it fits well and I like the easy front closure, so I ordered another one. I highly recommend this bra. 	 0
It fits a lot of small containers and the long handle is a nice bonus. I like the extra size so I can 	 1
Awesome book. I can look forward to the next one. I will keep my eyes peeled for the next one. Great job! I look forward 	 1
This knife sharpener works really well I also sharpen my sewing scissors with it 	 0
Snug, but that's what a rash guard is supposed to be. I took off a star because this brand doesn't have the stretch of others I've tried, but it might hold up in the water better, too (haven't tried it yet). I'm 5'3", 130lbs and ordered Small. 	 0
I have attempted to use a bark collar 3 times and sent them all back for various reasons. This one is perfect. The charging system is excellent.  It has a rubber flap that stays secure when the collar is on. Many other don't provide this simple flap. The available setting, number 2, gradually increases the shock until the dog reacts. It is very humane because my dog knows how far she can take it. It allows her to still guard but with a little grumble, just enough to get her point across but stops her from the loud bark. She knows that when she has it on she is off duty.  She calms down immediately when it's on.  It did take consistent use, like any training, but I saw results within days.  I have used it now for 3 months and putting it on her is no big deal. The most important thing is that I don't feel guilty about using it.  She learned very quickly and only got shocked a few times until she understood her limits. It was hard to hear her yelp when it shocked her but I stuck to it and honestly, she learned quickly and the result is amazing. She never gets shocked any more when I put it on her.  It just helps her relax and keeps her in check. As long as she has it on the insane barking at delivery people, strangers, dog walkers, kids on skateboards, and other barking dogs has ceased.The downside is that it's fairly large and I hate seeing that big box on her neck. But there is not getting around this. They are all pretty ugly. I tried a smaller one once. It looked better but didn't have enough power to work efficiently. Te only suggestion I have is to offer a few different colors instead of black. 	 0
Good product but Ive purchased over a dozen of similar led solar lights and they only seem to last approximately one year. Nice while they last but price needs to be reduced for such a short shelf life. 	 0
Our 4 year old Batman loving nephew was very excited with this Batman book.  The presentation and cover are very exciting - great book and gift! 	 0
good quality, sturdy. I am using it as an external HDD for a Dell Inspiron 15.3.I bought this for a friend, 	 1
Very good product. Slightly cheaper than a whole pound bag. I will keep this bag in my house 	 1
I was skeptical about these packs as i have used similiar products in the past and always went back to ice. I went on a camping /canoe trip and brought them along with a couple bags of ice. The others on the trip had to go replinish they're ice on day two and my ice was practically unmelted .I did get ice on day three but only because others had went back to town .I think i could have made it without it through day four without refreezing the packs. I definately reccomend purchasing these especially if you plan on being somewhere where ice is a commodity. 	 0
Three and a half starsIf you enjoyed The Reader then you'll enjoy The Speaker which has the same strengths as the first book. You know want to expect with the addition of some new characters and we get deeper into The Guard. Some of The Book passages are more impactful as they help unravel the past and what the future will be.With so many points of view and several timelines, this is a series which takes its time so read this if you want a fantasy that has a more luxurious pace. I still find some do the characters more compelling than others and the story wanders a bit, but the story is sharpening up as we head into the next book in the series. 	 0
I mean, it's a toilet brush but it's a very pretty toilet brush and seems to work well. 	 0
Love love love these hooks. They are perfect for any garage that you want to keep organized and neat. I not only hang our bikes from them also the ladders that are in the way and my folded up strollers. Such a great product for a cheap price. 	 0
I know about flashlights.  Nothing in this review will be an exaggeration, honestly.  This light is not usable in any sense.  The output can only be described as dim.  Thats not a comparative statement.  The "beam" is orange and barely visible.  If you're looking at something small within 2ft of your face,  you can see it if you strain your eyes.  Negotiating the dark is impossible.  Ive honestly never seen a dimmer light in any size, and this one is alot largerthan most keychain lights. 	 0
Here's a film where Seagal doesn't just go through those regular paces we all love him for, which is probably why most of the viewers reviewing this film here are disappointed.  I wasn't disappointed at all, and next to Under Siege, this is my favorite Seagal movie.  Not just because of the beautiful scenery, not just because Seagal plays a doctor who cares more about helping his patients get well than he does getting paid, not just because he gives both the government officials and the militia-extremists a real piece of his mind. Not even because of the role that Native American traditions and healing methods play in this film.Maybe for all those things.  Or maybe because this take-no-prisoners 'tough guy' is a fine role model of a terrific father to his daughter in this film. It's a real treat to see this side of Seagal and it adds a dimension to his character that makes this more than just an action movie.Meanwhile, there are plenty of enemies to defeat here, and Seagal defeats them all -- including the 'invisible enemy' of biochemical disease.  Not bad, not bad at all.  Better than good in fact.Five stars. 	 0
Flossies are the all time favorite of my dogs and they are a favorite of my cats too!Great product. Great price! I am a small dog, and this was a great value for the money.  It was a breeze to assemble.  My dog is still very nervous about the straps, but she's a bit less fearful of 	 1
Work better than expected. Wide viewing range.  Easy install. 	 0
This works great if you follow the instructions.  I like the bottle with the injector tip for applying the product more liberally to carpet.  I don't buy this small bottle though.  I buy the gallon bottle and refill the smaller bottles.  I had a dog with bladder stone issues and recurrent UTIs, so I had puddles from time to time.  Some were fresh, some had time to soak in.  Worked like a champ in both cases! This certainly worked better than Natures Miracle, IMHO.  But be sure you read the directions...or it won't work so well.  It's amazing how much urine is below the carpet that you can't see. 	 0
Love the way the top holds the suction cups. I also love that the suction cups are 	 1
I like the story, it was a little slow going. I didn't feel like I was following the story. I had a lot of fun 	 1
Our small Dorkie loves this brand and this is her newest and now her favorite. She chews all over it but it's still in good shape. The squeaker in the tail was the first to stop working because of the chewing but there are two more to enjoy. This is the main brand for our slightly gentle dog. 	 0
The boots are a little tight on the toes, but I will wear them for a few hours.I bought this for my son, and he is very happy with the purchase.  The color is beautiful and the material is 	 1
Compact, easy to store, easy to use . . .But not heavy duty at all. Don't try crushing ice, for example. 	 0
Couldn't find one like I had before, but it is a great product for the price!  I highly recommend!  The plastic parts are very sturdy 	 1
I have 0 complaints.  Not sure if the cord is too short or if it's too long.I bought this for a friend, and he is very happy with the purchase.  The only thing I wish it had been a little bit longer was the price. 	 1
It's a great light but it has a wide beam which is a nice bonus. 	 1
If you want the convenience of buying puppy training pads in bulk and want a great price this is a great choice. These Wee Wee brand pads are by Four Paws, the same company that makes the better quality pads sold at Petco and the other big box stores.These pads are 22"X23" with a thick absorbent top layer and a blue plastic bottom layer. They are very absorbant and offer "odor control". They work very well.Entirely Pets takes a long time to ship. They claim that their low product price requires them to cut costs on shipping. I did not anticipate waiting almost two weeks and ran out of pads.I purchased a small supply of what I thought was the exact same Four Paws product at Petco and noticed that in addition to being much more expensive, the pads were "improved". They were quilted and more absorbent. I don't know if Petco is selling a newer version of the product and Entirely Pets is selling out old inventory at an excellent price or if Entirely Pets is just selling a cheaper and lesser quality version.In my experience, the difference in quality really doesn't matter. The cheaper pads work well enough. They don't leak. They protect the floor and provide the dog with a safe place to go should the need arise.What does matter is the price and the convenience of buying in bulk. These pads are quite satisfactory. 	 0
This is perfect for what I was looking for.  I had a nice pair of small desktop speakers I wanted to hook up to my PC.  I had the amp connected to the computer in about 5 minutes.  The sound is fairly clean - and I can't really tell if its not totally clean because of my cheap sound card or the amp or the speakers.  For the price, it was a great deal. 	 0
These balloons worked great as a gift and the kids loved them.  My son loves this one. 	 1
Love it. At 340 lbs got in it and jumped around it did real good 	 0
Rand Al'Thor is the Dragon Reborn, destined to defeat the Dark One and give his life to save the world while he destroys it in his madness.He sets off alone, searching for his own identity in hopes of proving what he is to himself. He searches for Callandor, the Sword That Is Not a Sword, the Sword That Cannot Be Touched. No hand but the true Dragon Reborn can break its wards and draw it.But, as with everything, it is not that simple. There is always a challenge and it is a battle to the finish that threatens to send him over the edge of sanity.Robert Jordan continues his tale with the third installment of The Wheel of Time, better still than the Great Hunt.With four dimensional characters, a vivid vision and the most complicated plot of any story, Jordan transcends the fantastic, discovering a tale truer than any text book, a story for all stories, a legend for all time. 	 0
Brilliant from beginning to end.  I love the way she explains how her sister is the 	 1
Great for carpet stairs, though not as great for wood stairs. Tends to scratch them a bit with the plastic casing for the brush. Extremely happy though how it picks up dog hair so easily :). 	 0
I've used these over the past several years, so have a lot of experience with them.  I switched to them as I couldn't clean the plastic litter boxes completely of odor, and in my small home that's an important consideration.  To boot, I threw away a Litter Robot before settling on these boxes, if that gives a reference point for me using only these.  These are the BOMB - very strong, holds two bags of 18 lb Dr. Elsey's litter at a time (that's how my cats and I like it ;), and the cardboard sides allow the litter to stay drier.  Getting clumps off the walls is easier compared to plastic bins, likely due to the drying effect.  After a month, I bin the entire shebang (one box for two cats lasts an entire month).  I've also used the smaller ones when I travel with my cats.  The boxes are reasonably-priced, and I usually get them from my local Pet Club - but am extremely grateful I can find them for the same price on Amazon with Prime Shipping when my local Pet Club is out of stock.  I literally ("litter-ally"!) don't know if I could've survived having cats without these and the Litter Genie!  Next step - toilet-training the cats. 	 0
This is a good beginning textbook.  It is still being used in an online college where I tutor even though there are several more recenteditions.  I actually now have 3 different editions for different colleges and find them mostly the same.  Certainly if you want a book for personal use, this a bargain. 	 0
Works well with water in it. The only problem is that it comes with a small screw that is 	 1
I'm a big fan of the author and the writing is good.  This is a great book.I read this book in the middle of the night, and it was great.  The story was well told and the characters were strong.  I would recommend this to everyone.I loved this book. I have read the entire series, and I loved it. I've also read all of the other books in the series. I'm really looking forward to reading the next one.I read this book years ago and I loved it. I loved reading it again, and I read it again. The book is well written, and the characters are well developed. The book is filled with references to other books and to history. It is an excellent read for anyone interested in history 	 1
This product is awesome! One of the best cases I have purchased to date for both iPad 2/3 (which have been many). It includes a built in screen protector, and looks to be very solid. The case snaps in the the protective case and then is protected by the rubber around the sides. There are slots that are protected for the rear camera and speaker, and all ports are covered. Very nice for the price. Highly recommended!<a data-hook="product-link-linked" class="a-link-normal" href="/Ipad-2-3-4-Case-Kidspr-Ipad-Case-New-Hot-Super-Protect-Shockproof-Rainproof-Sandproof-with-Built-in-Screen-Protector-for-Apple-Ipad-2-3-4-Black-Red/dp/B00YOTPMBK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8">Ipad 2/3/4 Case, Kidspr Ipad Case *New* *Hot* Super Protect [Shockproof] [Rainproof] [Sandproof] with Built-in Screen Protector for Apple Ipad 2/3/4 (Black/Red)</a> 	 0
I bought these for a weekend trip and they work great. I also have a few of the other two that I've bought for camping and hiking. These are great for those that want to stay in the dark. I think it's going to be a great night light. 	 1
good for kids laptop and it has the quality to it.The only reason I gave it 	 1
Awesome, wonderful and fantastic!  My 21 month old daughter LOVES baby babble one & two.  They're her favorite dvd's by leaps & bounds.  Great learning tools & still entertaining, for little ones!  I really can't say enough. These ladies are truely knowledgeable! Deserves more than 5 stars! 	 0
The SOG Fatcat that I received, arrived in a dirty, worn looking presentation box, and the knife had multiple scratches on the bolsters and ornamental metalwork (despite the protective plastic films). At $362. 19 delivered, this is fairly outrageous. I sent it back the very next day. If the Fatcat I received is a NIB (New In Box) knife, then it was carelessly assembled at the factory, without regard to scratching up the bolsters and ornamental metalwork. Honestly, this thing looked like it had spent time in someone else's pocket, amidst loose change and keys. If the knife did indeed leave the factory that way, it is a major breach of consumer trust to put those protective films over scratched and dinged up metal surfaces. In my considerable years, I have never removed a protective film from a new watch crystal, or cell phone screen, or even a new kitchen faucet, to find it scratched up beneath the protective plastic. I have seen this but once before--on Cold Steel Espada XL knives, where protective plastic films were knowingly and unethically placed over scratched and dinged up bolsters. I sent those knives back as well. Obvious defects aside, the knife is impressive, but overpriced. If you just have to have one, then have at it. But if you pay more than $150. 00 for it, dinged up or otherwise, you've paid too much in my opinion. I have another SOG Knife due to be delivered tomorrow. I can only hope that the dinged up Fatcat I received is an anomaly, and not the norm for this OEM. Over the years I have purchased a dozen Spyderco Knives, and I've never been less than satisfied with any of them. The same can be said for Kershaw. In fact, the $80. 00 Handmade Damascus Folding Knife from Perkin Knives, that arrived the same day this SOG Fatcat did, is both beautiful and ostensibly flawless--at less than 1/4 the price!Based on the sample I received, I cannot recommend this knife. 	 0
This reads was right on time. The characters were well developed and kept my interest. 	 1
This movie is a must have for the fans of Sally Field and James Gardner.  It's a fun look at an older man in love with a younger woman.  Sally is excellent in the role of Emma, a recently divorced woman who is also trying to make it alone as a rancher.  Murphy (played by James) is the older gentlemen who is attracted to Emma when she arrives in town with her son.  When Emma's ex shows up the two men vie for Emma which results in some funny situations.  I would rate this movie PG-13 because of the mild sexual content. Great chick flick with a terrific cast. 	 0
Fits well and much cheaper than a basic cell phone. I will keep this in the car and 	 1
Like this trackman & for the price it is great once you get use to it it will become an old friend at first I was not sure I liked it but now I like it allot 	 0
As a big fan of the early James Bond, I have tried to continue to enjoy the series of movies that followed the Sean Connery reign as Bond. These latter day movies with actors other than Connery (exception, Roger Moore) are just not satisfying to the older Bond fan. Judi Dench makes a very good "M" and Daniel Craig is almost believable as Bond. The story line is engaging. Waste your time on it if you cannot find any other movie that jumps out at you (to watch). 	 0
This is well made and works OK, but the bulb has a tendency to fall off of the stainless baster shaft, especially when it gets wet. Overall, it works well, I just wish the bulb fit better. 	 0
THESE ARE FASHIONABLE, STYLISH, AND THEY WILL BE VERY DRESSED TO BE IN THE SHOES. I bought this for my son, he loves it! He wears it often and it's comfortable. It's not a waterproof boot, it's not going to last long. Great shoe. 	 1
We own this bone and went to buy a second one. When I saw it only had 3.5 stars on Amazon, I felt compelled to write a review.This bone is great. We fill it with peanut butter and freeze it every day for my 40 lb pit bull before he goes in crate.(1) Very durable. My dog has chewed on it every day for the past 3 weeks and there are no dents in it.(2) I prefer the glossier material of the Bionic Bone over the more rubbery Kong. The Bionic Bone feels less gross when you pick it up wet.(3) The Bionic Bone is easy to fill with peanut butter because both sides have holes in them, and it is hollow all the way through. The holes fit the shape of a butter knife well and it is easy to scrape PB off the knife while loading it in.(4) For the same reasons, it is easier to clean than a Kong (PB tends to get stuck deep in Kongs).(5) I think that it is better shaped to fit a dog's mouth than the hole of a Kong - my last dog would lose interest in the Kong because he could not reach all PB stuck inside. The Bionic bone is the perfect combination of challenging while not frustrating.(Sorry Kong - not trying to pick on you.) In conclusion, this is a great product and we are buying a second one. 	 0
The product works fine so far. The only problem is that it's not really a vacuum, but a pair of the 	 1
Works great! Simple and effective. We have had the same one for about a year now and it has held up well. 	 1
I have an ASUS transporter tablet and my original cord when bad. I needed a new one and I order it through Amazon. I am very pleased with the cord, and if I ever need a another one I will definitely come to Amazon. 	 0
These looked great online and on my daughter's night. I will keep them for the baby and we will be fine. The fit is perfect and she is very happy with it.I like it. It fits great. I'm a size 10.5 and it fits great. The only thing I would change is the sizing. I'm 5'4" and 140lbs and the size 11 was perfect 	 1
Works well and as advertised. My older digital thermometers would always default back to Centigrade when there was a power change, but with the hard C/F switch these stay put.  The suction cups are small and weak and do not stay on, so I had to use a good double sided tape to stick to the aquarium frame. 	 0
I bought my daughter 4 pairs of these little boots this winter. They're just so perfect. They are so warm and super comfy. She's excited to have boots just like mommy too!We went on a field trip with her preschool class to a farm today. It was VERY cold but she said her feet were toasty warm. She had enough traction walking around on uneven ground too.Love these little boots! 	 0
I enjoyed it better than the first movie. The two women are lovely, the actors are good. The story is interesting, but the acting is not great. 	 1
After receiving Thank You for Your Service by David Finkel, I was curious about what it can deliver since its been ingrained in me toof coursebe thankful for the men and women who serve our country.  Instead, the sadness and depression, the mental toughness being questioned, and the realistic thoughts of suicide permeate many of the service men and woman who come home.  The author shares a completely different side of our troops.  Are we at home ready to not only thank them, but put them into a position to get on with their lives.  It may never be normal again, but they have lives to live and the supporting cast at home is just as impacted.  I took away a message that long-term and sustained help is required for many who need it badly.  I cant imagine what many of the soldiers saw and just knowing that they have to live with in their memories is upsetting.  The after-wars lingering effects can be haunting and I thank the author for bringing this to my attention.   Thomas B. Dowd III, author of The Transformation of a Doubting Thomas 	 0
I like all of Taraborrelli's books. The characters are well developed and believable. The writing is just as good as the story. I liked how the characters 	 1
Replaced a cheaper PWM splitter that has the same problem. works great. Nice little speaker. Works great. Great price. 	 1
Neat puzzle.  Eyes were small for our two year old so we just removed them for now. 	 0
Good for a rented house, it's an excellent value for the money, and I'm pretty sure that's what 	 1
Nice toy, flies great! 7/8/14, thank you!  Thank you!Very nice.I bought this for a friend who has a small dog and it was great.  We had a small dog and it was a perfect size for 	 1
Probably not on my reread list. The story is just too short. There is a lot of 	 1
Item is inexpensive and works as advertised. Bought it as a pack in with my bare SSHD, as my chasis came with drive mounts. 	 0
Got this as a gift in diferant colors.  My mother loves them.  Well made soft and lots of compliments. 	 0
Gorgeous, sexy dress, I receive so many compliments when I wear this dress!! 	 0
There is not much to say about the quality of this item. If you are looking for a cheaper pair of earbuds, this is the one you should consider. This is a good pair of headphones. I would recommend them for anyone looking for a pair of headphones with great sound. Works great. I did not want the cable to fall out of the charger. I did not want the cable to be bent over and on my head. It's very easy to remove it. 	 1
I Think it depends on what you are using.  I will say that my cats are pretty picky about their food and I am not saying they have a "good" food, but it's a good food.  I am saying it's a good food for them.  I think it's a good food for them, but they don't seem to like the taste of it.  I will say I like the taste and they like it.  I would not buy again.I bought this for a friend who has a small dog who is about 6 months old.  She loved it and we adopted her.  It fits perfectly in her crate and she is comfortable in it.  It's well made and has enough room for her to curl up and move around and do her business.  I have used it for a while now and it is very 	 1
Due to the circumstances and the financial problems with the film, it's difficult to imagine what the film is going to be like. The script and directing have been superbly executed, and the story is well told. The acting is strong, and the performances are always excellent. The film also has a very good cast, and it has a very good ending. I think the ending is a good one, and I'm not sure if that's because it's a good ending, or if it's just because it's the ending. I think the ending is a little confusing, and that's what makes it a little more confusing. If you want to see a movie that is full of action and laughs, I recommend this film. It's not a perfect film, but it's a good one. I highly recommend this movie for any fan of action. It's a good movie, but not one that you'll be very happy with. It's a lot of fun to watch and there is a lot of action in it. The plot is a bit complex, but I really enjoyed it. The acting is excellent and the plot is a bit convoluted. It's not a bad movie, but if you're not a fan of action, don't watch it. 	 1
The whole transaction was prefect. We have the cell phone and we all love it. 	 1
Loved by our 4, 8 and 9 year olds.  They all love this toy!Very 	 1
Great and easy to use. I love the feel of the lens. The zoom is awesome. If you want to get a DSLR with the full zoom you can get it with the 16-55mm. 	 1
I gotta say this one actually looks like Johnny Depp a lot and its really well done. It even has the scares on the face! Great detail equals a great buy. 	 0
got it for the kids for a family trip to Hawaii with a planned scuba adventure.gear worked great... so well the kids are already asking when they can certify. 	 0
I really like this item because: 1.  it's angled, so you don't have to tilt it to start it dispensing, 2. the height adjustment abilityworks with my electronic scale and my older beam balance scale, finally, the "trickle" is perfect with respect to speed.Would recommend to anyone who reloads ammo. 	 0
Cute, strechy, good fabric. My dog has had an allergic reaction to it. 	 1
The sturdiest knife, with a blade of the same thickness and thickness, and a blade of 	 1
I bought this for my 2 year old grandson for Christmas along with the "Tot Tutors Book Rack, Primary Colors".  My daughter-in-law loves both of them.  She said the quality is good and they were both easy to put together.  My grandson likes to put his toys away and now has a place to put them where he can find what he wants and get it himself. 	 0
I use this as bunny litter. I was using the Carefresh one for the longest time but I find this one to be cheaper so I've since switched to this one. As far as odor control this isn't the greatest, after all it is technically bedding, but I have found ways to help it capture the odor. All I do is simply pour the Arm & Hammer litter deodorizer baking soda onto the bottom of the litter box under this bedding and it works great to capture the odor.I recommend to use this as bunny litter if your bunny/rabbit is litter box trained because that's what I do and it's been working out fantastically. 	 0
I would have thought that this would be a very comfortable shoe.  However, I was disappointed.  There was a hole in 	 1
I was hesitant to buy these based on some of the reviews. I can say after using them numerous times I love them. I use a large covered frying pan and this allows me plenty of room to poach 4 eggs at one time. I keep the water level low enough that none gets inside the cups. The cups are super simple to use and the eggs come out perfect every single time. Clean up is a snap. I highly recommend this product. 	 0
I read the sexiest man alive and thought, nice....a new author.  I bought this based on my good experience and all the good reviews but I have to say Ms James couldn't decide what story she was telling.  Was it John and Rylynn...?  Kyle and Rylynn...Dex? Rae?  Jordon...the father?  Cameron?  There were so many sub plots going on and nothing was satisfying.  Very disappointing.  I'll have a hard time trying another one. 	 0
I'm a pretty small girl, and I wear a 10.5 in these shoes, which are pretty much a 6.5 in the heel.  The heel is a little too loose, but it's okay.  I wear a 9.5 in these shoes, which are very comfortable.  They're not very tight, and I'm not sure if they'd stretch as I'd hoped.  I'm hoping they'll stretch a little.  I'd definitely buy another pair if 	 1
Got a yellow gold 3mm comfort fit band on lightning deal. What a great buy!! Amazon is awesome. Fits great and I don't even notice that i'm wearing it. Shiny, smooth, and highly polished. I also ordered the traditional fit and it's lil more flush against the finger since it lays flat compared to the comfort fit. Comfort fit is rounded and sticks up from the finger slightly more. This ring is true to size but traditional fit runs 1/2 size smaller. Comfort fit is the way to go... The ring glides on/off like butter. Also 3mm is just right... Not too gaudy but wide enough to take notice. Love it!Update 12/2015: I was able to go to Benchmark ring website and register my ring even though purchased from Amazon. Be sure to email Benchmark and ask about the registering your ring for their Lifetime Guarantee program. They have excellent customer service rep!Update 5/2016: I am happy to report, after wearing the ring 6+ month nonstop, it is holding up nicely! Still shiny and polished. Some scratches but no big deal since I am hard on my hands as it is to be expected while doing the dishes, shower, cooking, etc. 	 0
Warning, very, very small pieces. This is a wonderful little playset and we are major fans of the Magiclip princesses. My three year old changes their clothes with zero problem and loves their little 'houses'. 	 0
This is a great little ball, and very soft and quiet. 	 0
Burns the hell out of my hands. Doesn't work at high temps 	 0
Hey for $10 you cant beat this deal. I got both this one and the more expensive big brother... for the money this is the best bang for the buck and would not hesitate in buying anouther 	 0
Thermaltake Mobile Fan 12 External USB Cooling Fan 120mm AF0007 , Got this fan and the Coolerguys 120x120x25mm USB Fan with Grill, both are great, this one is strong to 6" in front of it, the Coolerguys is strong only to 4" in front of it, after that the airflow is not noticed as much if any. I got these to use for my DVR boxes, if you put a fan over the hdd of the DVR box, your box will last for years, otherwise every 2 or 3 years they will crap out on you, my DVRs have been here for over 5  years and I have 3. I think both fans are great and if you want control and more power then go with the Thermaltake, for DVR you only need about 2 inches of airflow so both fans are doing great for me. Hope that helps you a bit. 	 0
I scratched the first one. this is exactly like the original. high quality and easy to install. Thanks for carrying it. 	 0
This costume fit perfectly and I got tons of compliments. 	 0
Action figures for pool. An excellent choice. Kids love to create story lines and then act them out by throwing them into pool and then retreaving them in character. Using and developing vivid imaginations. 	 0
Cannot say enough GOOD things about this product. It worked perfectly on our doors!  What a wonderful invention! 	 0
The picture fits behind a small window and the door is pretty visible.The door has a closed opening that the dog can enter.  The dog is tall enough to get through the door and enter the kitchen.  I would suggest it for dogs with large dogs.I love it. 	 1
I personally did not enjoy this movie, as it seemed too much.The movie has a lot of heart and is very 	 1
These hats are cute but not sturdy enough to hold a child's attention for long periods of time. I had to replace the hat with a different one, so it is not that difficult to get it to fit. I would recommend it. This was a gift for my niece. 	 1
You start up with the love that is shared by this amazing and loving and dedicated couple. The honeymoon to rival all honeymoons. Blake and Erica have made it to their dream and started with their forever. When they get home their forever gets threatened. Betrayal, yeah that is what you get in this book. Attacks are coming at them but the one that will hurt the most is the betrayal that is thrust on Blake. Okay enough teasers!This book will have you hooked obviously from the beginning, but it will keep you on the edge of you seat with surprise after surprise as you read on. The theme that will register the most is that Blake's love for Erica is what keeps him grounded to the man he has become. Erica, needs Blake now more than ever, their love is the center of her universe.Passion, and Love that is what they give you. A glimpse into what their connection and passion will have in store for their future. This is the book that has you wanting to finish and hating that you did. Blake and Erica, stole my heart. 	 0
Arrived quickly, works fine. Not a big deal.Wanted a full sized USB drive for 	 1
These shorts are very long, too long for my taste. My son loves them though. I feel as though they are capri length. 	 0
The price was fantastic!  The crisper is an exact match for our broken one.  Very happy with this purchase and this seller shipped super fast!!!!!  A+++++++++++ 	 0
Some may enjoy this overpriced series. I did not. These books are badly in need of an editor and a more interesting main character. Lexi Graves is shallow, often silly, and altogether a bit of a bore. Lexi also has a really hard time figuring out who the villain is until she has missed many of the clues, messed up the investigation, and gotten herself into a desperate situation that she then has to be rescued from.Although the secondary characters are well-drawn, and the plots are interesting enough, the series as a whole does not justify the price.  I paid for the set, based on the good reviews, but I was having a difficult time reading past all the grammar mistakes and language oddities until I hit on the happy solution of bookmarking all the errors as if I were grading a paper. By the end of the third book I had more than 100 bookmarks. 	 0
I have mixed feelings about this book.  At times I loved it; other times I threw it across the room.  The information on writing reviews, Listmania, and So You'd Like To...Guides was extremely valuable.  Knowing how Amazon uses this information to get more exposure for your book is worth the price of the book.But there were a lot of questions that remained unanswered.  Author Connect was somewhat confusing.  I asked quite a few people to access an author's profile page and no one succeeded. Amazon customers will follow the path of least resistance. If these are so well hidden that Brent has to give you a web address to put in to find it, how are the readers supposed to uncover this "useful" information?  They won't.  I understand that isn't the Brent's fault, but why should I spend my time doing something potential buyers can't find, even if it's free!Buy X Get Y could have been more detailed.  There is more to pairing books than selecting a title.  Is it worthwhile to pair your book with a top selling title that has a one or a two-star review as a Spotlight Review?  What if the title you select is in the top 10 in sales, but sells for 1/2 the price of yours?  Is it a good match?  I don't expect Brent to do all the work, but I do feel these are valid questions that should have been addressed.If you look at most of the 5 star reviews, you will see that they are nothing more than shameless self-promotions of books written by the reviewers.  That should tell you something. 	 0
I enjoyed the story, but her books always touch my heart and this one fell a little short. And every time the TV show was mentioned Gut It! was used--very distracting. Also, the name of the show was jarring. I picture "gutting" a deer, not a home. HGTV has shows like Generation Renovation, Fixer Upper, Rehab Addict. Ms. Delinsky should have taken her cue from those names. But she still remains one of my favorite authors in this genre. 	 0
Great acting!!!  Would definitely recommend this movie. Can see why it was nominated for academyInteresting drama and history of HIV /AIDS and how far we have come 	 0
Provides a strong mounting point for an AR-15. I also love that it's easier to install than a standard AR-15, which is also the case with the M16A1. The only complaint I have is that it's a little long for me to reach the full length 	 1
This brand of microwave container's are Great. Love vent on lid. Handle is very handy, love my food Hot. 	 0
I enjoyed.  However, found the female role perplexing along with the dumbing down of the males. Worth a read. 	 0
Victor Mature plays an ex-GIANT MILITARY FORCE who is now a UNCLE.  The other two characters are all very likable and have the potential to be great.  The only thing that bothered me was the fact that they were all very young and still very young.  I felt that the only reason the movie had a kid-friendly ending was because they had already made a movie about a child and it was pretty weak.  I thought that the main reason for the ending was that they had made the movie about a child 	 1
I didn't buy this to lose weight, but to get healthy. Not hard to follow and ingredients aren't hard to get. 	 0
