sentence	label
@RealAlexJones ADVISE TRUMP THAT IF HE GOES TO WAR STUPIDLY WITH ASSAD HE CAN KISS HIS RE-ELECTION GOOD BYE. WE DIDN'T ELECT A WAR MONGER!!	1
@RooseveltChaun lmao i remember watching that OKC GS game last year in reg season and being FURIOUS at currys performance&#128514;	0
RT @relaxingview: you're either on my side, by my side, or in my fucking way	1
@Suns @NBA This has to be put to an end @DraftKings @FanDuel This is why LATE SWAP is imperative!!!!! I just lost A SHIT TON OF MONEY!! Done	0
Please RT #interiordesign #homedecor #decoration My Recent On Line Marks &amp; Spencer Splurge! - Blue Checks,.. https://t.co/cQ1GqiyEj6	0
OKAY jaada is also yein when all of us were at at pizza place I fucksng was choking on my food and couldn't breathe… https://t.co/iGMXJua9Ja	0
RT @uncurve: Gotta flex on everyone who fucked you over	1
. @KyrenWilson will face world no.1 Mark Selby in the semi-finals of the #ChinaOpen tomorrow. Selby has just beaten Stephen Maguire 5-1	1
Kate Hudson wants to empower women to get fit https://t.co/4icFGJ2GHV #forex #fx https://t.co/rCZOACKEMr	0
Tata Motors' Jaguar Land Rover retail sales cross 6 lakh units for first time - ET Auto https://t.co/CkapAbLGbO	0
First @joker_brighton @OrangeBuffalo ,Hare and Hounds for @LaChoza2 , @worldsend_btn @barbqshack and lastly @HobBrighton and @doughbo_info	0
Infuse your life with action, Don't wait for it to happen, Make it happen, Make your own future, Make your own... https://t.co/vQTbqZ9V0X	0
Hello @RodolpheMarcel @moneystjournal Merci pour le follow :) &#128640; Grow your followers with https://t.co/WVM35Hioej	0
@ABC Have you idiots at #fakenews looked into the #susanrice criminal activity. Maybe you should speak to her husba… https://t.co/VpSmtovUBv	0
04-04 Mischa Barton steps out amid claims her Volkswagen will be repossessed #MischaBarton https://t.co/YaPy4ayjNW #mischabarton	0
RT @GiftedVoicess: I'M FUCKING SHOOK https://t.co/YWDLkiXtix	1
I'm won't watch the NBA ever again if he doesn't get MVP . Y'all got him fucked up https://t.co/HJdkzgt683	1
VIDEO : Hannity Ridicules Evelyn Farkas for Trying to Change Her Story After Admitting Spying https://t.co/kETMo0T9Q1	0
Breaking News from BBC: Actor Tim Pigott-Smith dies aged 70 / Read more at https://t.co/qzLkm8Rwnf #NEWS #BBC	0
Found a Transponder Snail! Ace and Luffy form an unbreakable wall in battle! https://t.co/2Dg2PEZjVV https://t.co/Dd7qSh3vAl	0
RT @quartodia: Harley Quinn, sweetie, I'm SO sorry, I'm so sorry that a ugly ass bitch like this would even say that, oh my god. https://t.…	1
DANGERS !!!!!!!!!!!!!!!!!!!!!!!!! ALLS YOUS ARE !!!!!!!!!!!!!!!!!!!!!!! SHIT MICROBES WORMS !!!!!!!!!!!!!!!!!!!!!… https://t.co/yzPIDpRAjw	1
Anyone else's get so discouraged when you're singing the words to a song in the car and then someone else raises the volume.......	0
RT @beydawg: my biggest pet peeve is SMALL TALK like bitch you is boring stop texting me..	1
@AbiRatchford Many of the aforementioned are Scoressi or Martin influenced,..He's a huge Stones fan.	0
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case &#128514;&#128514; https://t.co/IcSMsKpCrl	1
Hugs, kisses, goodbyes, and a few tears....mine, not hers! &#128521; Prayers for the SCA Jamaica Team! #ForHisGlory… https://t.co/ioJZarVpDm	0
Keep your eyes peeled for these little critters if you're out walking by the sea front https://t.co/0RmFjJ9Ycw	0
US Futures Rebound Sharply, Erase All Syrian Airstrike Losses https://t.co/3h060yWdrE #Börse #derTrader.at #trading	0
Google says it has reduced fake Google Maps listings by 70% since 2015 https://t.co/ugHQzv6Uk4 #searchengineland	0
The cure for aging may be just around the corner. Two new studies describe experiments that reverse aging. https://t.co/ls7ZPDcK9m	0
We asked, and you responded with a wonderful selection of names. Given his beautiful colouring, it had to be...RUST… https://t.co/rurDSqj7SM	0
RT @gringatears: I can't with these fucking people. &#129318;&#127997;‍♀️ https://t.co/EYagwa2jR0	1
@cnnbrk He called other world leaders when there were attacks/deaths, right. No? Only Putin? Huh. Putin was on speedial in his cell? Huh.	0
Go up to your Mom and tell her you love her with the biggest hug you can possibly give because you never what could happen tmrw. &#128158;	0
@CoolDudeStanley @StevieEvilCat @ScullyNoreen @BarbaraBpiwetz @ThorSelfies @hugo4de @Lazlovely @LBisaillon… https://t.co/IR5vcpQcAM	0
I don't understand how some people don't like Kehlani. Like she's a fucking angel.	1
RT @mehdonny: 10 is a lot of bad bitches to be in a mansion	1
Unflinching memoir that is a fascinating read Undercover Operation Julie Get inside the head of an undercover cop… https://t.co/ia9PcH5Gtz	0
RT @identicaIs: you're fucked once you get attached	1
I'm sick of these fake ass people that call themselves my friends.	1
You might respond to a moral dilemma at work by remaining quie... More for Cancer https://t.co/AniguLiGWj	0
RT @selfharm: i like being by myself but feeling alone fucking kills	1
Fucked a nigga bitch now I can't leave the crib without it	1
RT @pleazertae: wheres di fucking chill https://t.co/8tkfOF2PuY	1
MarketWatch: RT Moneyish: NCAA championships may return to North Carolina as ‘bathroom bill’ is flushed down toilet https://t.co/Iq6D0tnllL	1
RT @The_Menace__: Yo whos girlfriend is this? This bitch CRAZY! https://t.co/nv808nE8wE	1
Don't forget in participate in our poll in #GlobalDiscussion #OAS #UN https://t.co/Z7rmNWwGEE https://t.co/TY3otMzOC8	0
if only he had several intelligence agencies and aides that could help him debunk myths and understand what was rea… https://t.co/Z3BmYmysYx	0
@ChefDomonique He said there's nothing to be mad about with the commercial. Then asked me to explain why like he do… https://t.co/IW6DnmruAd	0
We still have @Tommyatthefarm books available. Better than chocolate for an #easter treat for those little ones.	0
@holachola @DeedeG23 @MaxineWaters @TheRoot @mmfa Actually, very little. Bret Baier is about it. But I guess you're… https://t.co/YXeAhG33VR	0
The right thing to do is to accommodate players from around the world, once every 4 years. That’s doable. No excuses.	0
Underpaid, Overworked, And Completely Fucked &#128286; https://t.co/lzOvKUYoGT	1
@_2cool4drugs @mitch_van23 damn females are fucking up	1
Our friends at @orlandoscience are hosting their 7th Annual Science of Wine event Sat. 4/29 Details &amp; tickets at… https://t.co/6QCEofaxC5	0
"#PoetryTuesday ""Let me tell you of the gentleness my aspirations keep me from."" @HariAlluri https://t.co/suD000S4oK"	0
@nscafe a particular consilient interval of gnostic-synchronicity, an epiphany where you look back at particular fo… https://t.co/2sQHOUrqvA	0
RT @shaterly_xo: And idiots spend $8.99 for a bag of skittles. https://t.co/vLLaoj61jF	1
CROCS: Brand Ambassadors Henry, DrewBarrymore, JohnCena, Yoona #ComeAsYouAre Youtube https://t.co/SAyo4ZxSWf FB… https://t.co/NxXLCCjkD0	0
2 people followed me and one person unfollowed me // automatically checked by https://t.co/pWEjzOxwYe	0
@MfJerdog Way to move the goalposts. It was a mandated settlement via an international court &amp; paying in US currenc… https://t.co/1G4UGpkuAK	0
14th Moving-up Ceremony and Recognition Program of Miracle Ministries International Learning Center. #Atm &#127891;&#127881;	0
Give Italy a TWD con #ItalyWantsTWDtoo @JamesAFrazier @LeeAnnWyatt79 @foxtvit @JaysonWSmith @ElizabethLudlow… https://t.co/tN2nc7ZkxD	0
Lupita, sweetie. I'm so sorry. I'm so sorry that a ugly ass bitch like this would even say that, oh my god. https://t.co/9C6VughkBJ	1
@drivebytruckers blowing the fucking doors off. #blacklivesmatter https://t.co/Gxr0YThueY	1
@xlMLGGamerlx @brenchong No they couldn't you retard	1
"//region ""region name"" code //endregion to organize #android #code in #AndroidStudio, make #androiddeveloper life easy.&#128640;&#128293;"	0
Advertise FREE In: Income Opps / Network Marketing Visit https://t.co/E7cO78A1Sw Be Found Now. #WorkFromHome	1
RT @xoxotaaaaaylor: Every time I come to shirokiya with @marcsuniga I get fucked up &#128579;	0
That said, the fucking MOMENT I hear anyone's protesting downtown, I am THERE.	1
RT @Townerz: @HodgyWann Yeah I'd beat your ass &#128514;&#128514; I think you'd have me fucked up.	1
RT @sarahkendzior: I wonder if Michael Flynn used his mind-reading equipment and it told him he was fucked https://t.co/H6HCWmPspJ	1
@RescueMal @HackneyAbbott @Labour4Ken Seriously, he won the leadership contest twice with a convincing margin. If t… https://t.co/KZ0pwy5lxf	0
Every boss started as a worker. #StartSomewhere the more you learn the more you earn. https://t.co/9JV3FmtD0B	0
I dunno, probably gettin' fucked in the ass or somethin'.	1
RT @spoiledbabbby: ion wish a heartbreak on anybody ‼️ not even my worst enemy. you be feeling that shit in your chest	1
@FoxNewsInsider @TuckerCarlson , This was laughable. Rimindered me from a the scene in Animal House smoking pot with the professor. Moron	0
April 20: Learn more about our public DESIGN competition for the Pier 8 Promenade Park. Tell us your ideas!… https://t.co/btLFJmKay5	0
@ClassWarfare123 @Sen_JoeManchin @justicedems @BrandNew535 That was as much anti-HRC as anything. Put hm vs Bernie and Donnie gets trounced	0
I can't wait for lent to be over so I can get fucked up :)	1
RT @LoitersquadTV: Take yo fucking hat off &#128514; https://t.co/fnAOH6Wfiw	1
System Time:2017-04-01 - 10:00:03 JST Hostname:raspi Uptime:8 days 11:2 CPU Load:0.12,0.06,0.01 CPU Temp:47.24 MFree:224916 SFree:1914484	0
RT @XplodingUnicorn: [rains nonstop for 2 days] Wife: We almost need an ark Me: The boat or the thing that melts Nazi faces? Wife: Me:…	0
@WWECreative_ish @WWERomanReigns Not really...in fact, If this led to the heel turn he needed, I'd be extremely happy.	0
Can u tell who I'm pulling for tonight? &#129300; @WWERollins #SethFreakinRollins #Kingslayer #Wrestlemania https://t.co/onCBbptnkY	0
Five critical skills to empower students in the digital age by @callmeKi via @MindShiftKQED #edtech https://t.co/rt6qGsEo0A	0
RT @RodStryker: &#128169;LIBTURD #Islamofascist Trudeau will appease Muslims until they slit his fucking throat. Canada is Fucked!!&#128115; RISE U…	1
2 people followed me and one person unfollowed me // automatically checked by https://t.co/y84g3hHPtH	0
@TimensBlossom --was flustered, and if she thought about it, things would get worse. She managed civil eye contact, and a friendly smile.	0
follow me Camila please i love you so much baby im so proud of you PLEASE @camilacabello97 x21 https://t.co/WCJyNWBeYy	0
RT @LegendsLiveUK: @TheRebelTV @TRobinsonNewEra What a fucking melt &#128074;&#127997;	1
"RT @beaufilms: ""Tell me you fucking need me."" Shameless (2011-) https://t.co/J23JT1CPth"	1
https://t.co/sG4E5gE7rJ EYE-WITNESS: kid Killing by #Royalty #Soros SATANIC #CULT RT https://t.co/yxT7doOC1V https://t.co/96hLAfGNSI	1
#panties crazy #moers petiteebony #upskirts #vietnam cunts https://t.co/lQHK8lHXYe	1
Raise a glass to 50 years of #LoyalistConnections! Join us on a wine tour June 10. #Amazing50. Register here https://t.co/h97IqcosjU	0
Well after 2 weeks out the gym due to viral infection.... I'm back at it, first day back in the… https://t.co/tklZH2JwEh	0
RT @SlNFULGODDESS: I don't fucking care what type of phone she has https://t.co/2HOz6SyoY7	1
A sinking feeling in the pit of your stomach arises from your ... More for Taurus https://t.co/Sl4nOcdXlO	0
You're tired of being the responsible one, especially if you m... More for Scorpio https://t.co/fbahiJn86N	0
Chelsea fans walking out from the stadium, fucking disgrace.	1
SOCCER: Cruz Azul 1, Veracruz 1, 2nd Half - 81' - RUWTbot added 5 roots (Close Finish) https://t.co/EonbFUyYeL	0
@ChuckGrassley How soon you forget the rule @GOP set: No SCOTUS appointment allowed at end of a presidency. Trump i… https://t.co/cCibChGyvO	0
@LGT102032 @mvaillancourt74 Couldn't get them to watch NHL games after the Olympics, either. Or the World Cup games.	0
I would really like to help you move your furniture tomorrow, but I’m going to be too busy sitting on mine.	0
FUCKING BITCH IS JOHN SIMM RETURNING AS THE MASTER IN DOCTOR WHO OR IS IT A RUMOUR	1
What a fucking goal! Zaha to Puncheon to Townsend to Benteke Goal!!! &#128293;&#128293;&#128293;&#128293;	1
#JeSuisCharlie Those were the days. Speech is free -- but you don't have to listen.... https://t.co/UUdaRLO8yA	0
all my bitches bad, you'll never see me around ugly females &#128514;	1
RT @ChiIIVlbes: blast the music until you can't feel a fucking thing	1
We need an independent Judiciary branch. @SenatorIsakson, as your constituent, I urge you to #StopGorsuch. #WeObject	0
THE SEASON FINALE HAS GIVEN ME SO MANY DAMN EMOTIONS I CANT TAKE IT #TWDFinale #TheWalkingDead #TWDSeasonFinale @TheWalkingDead	0
Ortiz, Betts power Red Sox' opening-day victory #RedSoxOpeningDay #RedSox #RedSox #RedSox https://t.co/XX1QcQIm8j https://t.co/cIxkpnvu2o	0
I feel like.... You would be Jack... Have you seen Ozzy and Jack's world tour? It is literally us. https://t.co/rcGynOIAIx	0
Living in the Plains sucks, I'm 15 minutes from Warrenton and all the traffic from gold cup &amp; other events @ great meadows	0
I love prank videos . Go watch it ! Ly @EthanDolan @GraysonDolan &#128149; Like &amp; subscribe ! &#127802; #DolanTwinsNewVideo https://t.co/3FXi8x6qcN 197	0
MISSING - CAT - (WAIPUKURAU TO FLEMINGTON) HAWKES BAY 03.04.17 - Lost from Hatuma Road, Waipukurau, possibly... https://t.co/ayjwnxBnzp	0
"""Earnest, honest men have walked around it, surveyed it, measured its strength, and have given up the dream of changing it."	0
The Open Soul of Freddie Gibbs https://t.co/VJNd1K0P30 https://t.co/WbuX0H0XId https://t.co/N1IDbXoTWU	0
In the news: More than 1/3 of UK businesses lack adequate strategy to prevent #cyberattack https://t.co/qcxYvtSQ84 Contact Claritas for help	0
https://t.co/fjAtvANuYg NIKE AIR MAX 1 ID WILL PREMIUM LEATHER DARK BROWN-GUM BROWN SZ 9.5 [918908-991] https://t.co/AHEdzhV8B6	0
FLASHBACK – John Kerry Claims Syria Rid 100% of Their Chemical Weapons Due to Obama Admin Efforts… https://t.co/7uxwgypw1N	0
Pick up tomorrow's @guardian for an interview with our @OtleyCycleClub Patron @lizziedeignan https://t.co/tWDplvFhvX? #WomensCycling	0
(this is actually a candid photo, my attempt to deliberately pose like the painting looked really awful)	0
THANKS SO MUCH QUEEN I WISH U SO MANY BLESSING MY ANGEL @selenagomez https://t.co/M7A93cpfdc vía @YouTube	0
I am allowed to feel strongly that I cannot be roommates thrivingly with my parents. I am allowed to want to gtfo.	0
The most common way people give up their power is by thinking they don’t have any. MAYWARD ForUnisilverTime	0
4pm Bulletin by Sussed News Team at the University of Sussex https://t.co/kFeyrgomts https://t.co/p3nnakTPec	0
RT @13ReasonsFans: this fucked me up https://t.co/58gm0yEn6Y	1
BREAKING!!! Another Terror Attack In Europe; Atleast 3 Dead (Still Counting) PHOTOS https://t.co/gF00RLORdp	0
RT @_JordynLewis: I HATE THEM &#128580;&#128580; they annoying tf outta me with this remake shit https://t.co/MmEwXZFQB8	1
mybargain 26 and counting: Pench tigress gives birth to seventh litter https://t.co/k2l8GxxzJZ #happybargaining https://t.co/Yv7Vk8Szkj	0
when a mob loses all faith in @POTUS to decide who he can trust to do a job and run #KeepBannon #FireKushner tags https://t.co/zOxvGxwyu8	0
RT @kennthegoat: my ex so ugly to me now like...i'll beat that hoe ass	1
RT @Deadspin: Look at this fucking asshole: https://t.co/4k7cNKY8YB https://t.co/6wgqgEhkV3	1
Checkout #Giddistudios.com With ‘Greatest Showman,’ ‘Alien: Covenant,’ and ‘Apes,’ Twentieth Century Fox Puts On t… https://t.co/6ejsRriT62	0
I think all Caesars should come with a hamburger on top #JustSaying #Lacombe #tweetup @cilantro_chive https://t.co/jZEA60Q4MS	0
https://t.co/mjap4mazcl NG: #Twitter is considering changing the Algorithm like #Facebook. … https://t.co/0TymbNaayy	0
Walking around in Miami with a $50K Camera – Miami Video https://t.co/IFnPxBYabJ https://t.co/0pg3cJq7J0	0
RT @SpeakComedy: nobody fucking helps me in this house https://t.co/4AieD3EC5J	1
"""Ugh I have the worst gaydar, actually the worst relationship-dar. Wait, I'm actually just clueless about everything"" -@_DiorChristian"	0
Fun fact: it's a documentary made up of actual video clips from the atomic era which after its release were reclassified by the government	0
@sovietfangirl @mexphilosopher The revolution will come from the global south, is should be the priority	0
RT @loganmarie02: FUCKING ICOSKEND EVERYONE STOP TWEETING SPOILERS JESUS CHRIST I AM NOT THERE YET https://t.co/1Gr2Y19zHP	1
Niggas be scared to show the love they got for they girl. Like, what you don't wana look lame or? What is it!	1
RT @MelancholyW0lf: @fourpointpod Add fucking annoying	1
i Really was a mess in the pit for top shjsjfjdhf i was so sweaty and fighting so many people off of me and the girl in front of me	0
Business Tips for Farmers, Producers, Artisans and Purveyors @CapeCodToday https://t.co/Uoa1Tk4Iai via @@CapeCodToday	0
Now stop asking me stupid ass questions. https://t.co/2Uh5AyCo2h	1
Extremist Islamist books openly sold near Westminster killer's home https://t.co/f73HZ01vGk via @Reporte24ES	1
I crashed my roadie dozens of times in the past decade. It makes me rage. I crashed my mountain bike 3 times today. Couldn't stop giggling.	0
"RT @twinkfrank: ""i get hurt every fucking day. im an idiot."" https://t.co/QvIhWOsrpI"	1
RT @Phuthibabes: Goldfinger is sooo damn evil why kill people? #TheQueenMzansi	1
Ottawa Senators vs. Boston Bruins – 4/6/2017 Free Pick &amp; NHL Betting Prediction https://t.co/bYxWp9wvFN https://t.co/KXh9z27geD	0
RT @Ho_Ryda: After I bought a bunch of Gatorade they never gave me my points! Bunch of fucking Crooks &#128073;&#128073;&#128073; @DollarGeneral https://t.co/rIWWW…	1
Couple bitches had me fucked up had to learn how to be a savage	1
RT @edwardandrew24: Time to get fucked up this Saturday !!!! &#128293;&#128588;&#127996;&#127867; Hit up me or my boys up for details @Salz_88 @RealBrandonRae…	1
@VivienneGulla Hi there, really nice meeting you yday. Wondering where I could get footage of the interview shown at business nightly?	0
RT @thekidmoon: tyler, sweetie, i am so sorry that an ugly ass bitch would ever say something like this. oh my god. https://t.co/Q6Pmd9xLU0	1
Poverty is not being without money, But being without hope. #KuraYanguSautiYangu is our hope. #VijanaNiSasa #YouthsDeserveBetter	0
I'm too broke to buy anything angry... Hot heads ain't sexy. Calling names ain't sexy.. How would a queen address problems? Not wit anger	0
@wintcrfeIls A character you'd bring back. Nimueh. She'd have been great in the later series. #Merlin	0
Coming up this Thursday, April 6th - our next live concert with Hank Smith &amp; Pattie Hopkins… https://t.co/j6bX0ld8kg	0
"This job may not be the 'best' but I enjoy being called 'Mama' by the other staff. =\w\= ""Mama Carter!!"" Its usually followed by a request"	0
the cutesy jimin's birthday celebration (lol and yoonmin right there &#128527;okay yoongi we know you got him a rly good gi… https://t.co/Osk98lEgja	0
RT @karlaacosta22: i kinda like when people stop fucking with me its like the garbage took itself out	1
What the fuck you fucking bow haircut bitch!???!!!?!??.. @AMCTalkingDead	1
"RT @theswordcom: .@doctorjasun to @BruceBeckhamXXX ""Suck my dick. Suck my dick. Suck my dick you fucking prick"" #gayporn @TitanMen…"	1
"RT @FeralCrone: It's almost 3:30 and women in offices everywhere are thinking ""well, I guess I should eat that fucking yogurt I bought."""	1
@WSJ @WSJopinion I CALL FAKE NEWS! You fucked up. Bad. @jacknicas https://t.co/NGp9qRCvYQ	1
@TwoPoundPunt I fucking know that, from those dodgy rigged poker tables.	1
RT @arxyanah: If I stop fucking w you it's probably your fault. &#129335;&#127997;‍♀️	1
@Vishizz @yazchism It's so fucking unconstitutional	1
A is for Apple April 1, 1976 The Apple Computer company is formed by Steve Jobs and Steve… https://t.co/adAY6XztE7 https://t.co/o9zOQEWYsi	0
@TheBlackCard125 Nigga u fuckin tried it. Get yo dumb ass out my mentions acting like u from halsted &#128529;&#128529;	1
#forty #2017forty #Lent #inside Inside this bowl is miraculous frozen bananas mixed with cocoa &amp;… https://t.co/pONXlra7mO	0
michele&amp;ross are such talented actors BUT it doesn't make what their characters did less harmful! you can't excuse rape apologists like that	0
luna wearing ginny’s quidditch jersey which leads to luna falling in love with ginny’s quidditch jersey... https://t.co/sZNTvA7EHj	0
"RT @NawRob: Damn.. all my mama say is ""you not too sick to be on that damn phone"" https://t.co/mutiLIlvgB"	1
https://t.co/791yvnFget escort #massagerotic She has nice tits! See more: She has nice tits! See… masseuse naturist… https://t.co/1QYCSkUym3	1
RT @CAHastings94: @FoxxyLlama I know, we're fucking idiots.	1
@shondarhimes So grateful I get to sing in your amazing shows-it's changed my whole life. When we meet someday, expect an awkwardly long hug	0
This blows I'm not supposed to eat or drink anything till my appointment tomorrow or else I'll turn into a goddamn gremlin	1
@Drew_Smith13 @SportsCenter One thing to know your the best, another thing to go around needlessly quoting your res… https://t.co/knvGFO6VaA	0
President Trump wants intel committee to investigate Bill &amp; Hillary Clinton @Rightside_News https://t.co/PTgMjeAh8a	0
@6connor6 You're trying to work on mons you already have but here you are working on mons you don't need except for vero	0
"Macro trends in tech, from @thoughtworks https://t.co/IYnpD9C3vo &lt; TL;DR ""platform thinking"", dev productivity, ML/AI"	0
Two Blondes Fucking With Dildo At Office https://t.co/Bw7IFe3J3d	1
Credkin is kidding if she doesnt think voters wont remember the ig cash giveaway to biz, Instead she turns to a sn… https://t.co/ISWc7zZC9i	0
"Bhakt response: ""Western liberal stooge newspaper NYT"" Same bhakt in office tmrw: ""Boss, woh New York onsite milega… https://t.co/ETnXcx3RtC"	0
CGMA: I have my wishes for the country. My wish is for success of Pres. Duterte cause his success is success of the country. | @Joyceilas	0
RT @AlterEgoTrip_se: And so now were misinformed idiots because of your choice of behaviour? @John_Salisbury @staffanb @MistahOso @MinorSmi…	1
Discussion club. #eventplanner #Eventprofessionals #eventspro https://t.co/IA4yBxawD0 @Easy_Branches... https://t.co/IVA5zYORSC	0
RT @victoriansley: You're seriously fucking pathetic.	1
"@innomadaPK Some orgs call the manager ""PO"" or ""SM"", and that person controls *how* the work is done and *how* *muc… https://t.co/wksWEGb6At"	0
so you start a fight to take it away from them. And yet the reason you don’t have what you want is that you don’t ask God for it.	0
@enrages @The_Evil_Barbie @yodajan73 @JimDOfficial Can you read? Or do you read only what you want to see. #Thick as mince!	0
@MadMoneyMarquis @WWHPMatthews Oh she'd get wrecked in the streets. She'd feel bad when playing call of duty kicked that national guard ass	1
I just added this to my closet on Poshmark: Sketchers slip on shoes 6 leather. https://t.co/KdTOXBc3ZD via @poshmarkapp #shopmycloset	0
'Banksy of punctuation' puts full stop to bad grammar in Bristol - the guardian https://t.co/qyjz7NFgF6	0
Samsung turned the Note 7 disaster into an S8 feature https://t.co/ZjTOUQ8DJ2 #Tech https://t.co/wkSSElCaFv	0
Fucking My Wife And The Babysitter https://t.co/IL0vQ2i9uW	1
Many of us have smartphones. And those smartphones are with us all the time. And yes - they are grea https://t.co/1wRnHWFsQj	0
@eleneariel She was probably just pissed that autumn didn't bring any fresh milk CAUSE SHE LIVES ON A DAIRY FARM!!… https://t.co/fc9c2zSp6T	0
Early get away to take kids to park on sunshine. Thanks @mrshorescience for cracking present!! https://t.co/BCsHqlaVbT	0
Colore Colored Pencils 72 Premium Pre-Sharpened Color Pencil Set #giveaway #forglory #News https://t.co/ix6f3e57Je https://t.co/60T1ii4qJh	0
Why is this my crazy ass &#128580;&#128580; https://t.co/P644gRI3Tk	1
Nude model causes stir in Australian butcher's photo shoot https://t.co/eV6NkkIJMv https://t.co/qi77xnjLo8	0
@mattxdierkes If they were literally just replacing what already there with no additional artistic liberties that's like doing me a favor.	0
@drshikin He builds a constituent while paving for an unknown to win it in the next GE. It worked so far so he must… https://t.co/0FFwwCRch7	0
Don't forget the 'killer robots,' feds told amid artificial intelligence push: The Trudea.. #science #tech #news https://t.co/9HGeagW1JO	0
Every time y;u;use OAUTH to give appsapermission to use your account, yo. open a potential security hole.	0
RT @NoHoesGeorge: I'm officially taken &#128553;❤&#128274;as a fucking joke	1
@JoseCardenas1 fucking Loosers par de gonorreas los dos! Ni a cual irle !	1
RT @whosalexander: rt if your mom never had a pair of these ugly shits https://t.co/WpT8Tq6ttq	1
Russia critcal to ExoMars Project says Italian Space Agency Head https://t.co/bsx39uwCNL https://t.co/394KU8BdNA	0
RT @annastef62: Can all CANADIAN'S now agree we have the WORST idiot representing Canada. Circus CLOWN need's to GO!!!! https://t.co/3Acbq…	1
You are determined to do everything you can to accomplish your... More for Cancer https://t.co/NzrybQgX8R	0
RT @ASAPYams: godamn this bitch so bad i want 2 drink molly water out her ass	1
RT @13ReasonsFans: this fucked me up https://t.co/58gm0yEn6Y	1
@valkilmer Shake those blues off. You're Batman, Doc Holliday and Chris Knight fer christsakes. Come on man!	0
RT @guccislide: if yo hairline fucked up I'm assuming you voluntarily chose a barber like this. https://t.co/igEONO750g	1
See our latest #Pottstown, PA #job and click to apply: Seasonal Store Associate - https://t.co/rss9kl2IOS #Retail #Hiring	0
05/04/17 - A lot of cloud but some sun and remaining largely dry. Max 13c Wind NW 13mph Chance of precip: 0% Min 4c	0
RT @JodieEmery: VERY disturbing: @JustinTrudeau Liberals REFUSE to stop clogging courts w/ pot cases, letting rapists &amp; murderers w…	1
Don't let your fears hold you back! Click here to find out about this great opportunity! https://t.co/J4nAdYucFL https://t.co/WckZMt9L4B	0
PolticsNewz: Syrian military says US attack was 'irresponsible and reckless' https://t.co/iObpmW26U4 https://t.co/gR6UlYLju0	0
Ugh, everyone so bent out of shape over the @pepsi ad. Quit choosing to be offended especially when offense isn't intended. Grow up society	0
#DPR: #Ukraine didn’t meet its commitments to observe ceasefire, 86 violations over 24 hours… https://t.co/cDM1JFHlQG	0
@EOkafor23 i was bout to come at you thinkin u meant girl but then i remembered how much u love kodak and came to my senses	0
Future #Preservation : #Humans upload to Permanence Clouds. Ai enhanced with Nano-Fluidetics to mimic character traits. #Live4ever #immortal	0
"There is a ""#TripleWhite"" colorway coming to https://t.co/7e9hTLFtD3 from #Nike ZOOM #Spiridon and it looks dope !… https://t.co/e2Z5T0VWBH"	0
Rihanna is just forever so damn bad bro &#128557; https://t.co/m0f4hOmz1Q	1
Middlesborough have scored 2 actual goals in the 1st half of a game of football. They're still losing but this is a huge achievement!	0
@scbern_news scoring would be nice now.. i have a lecture at 09:00 tomorrow morning and i refuse to go home until we've won ;)	0
The fitted navy sweater is an essential for the Spring wardrobe @cantimagineit ✨&#128591;&#127996; https://t.co/CF2LJtzI0J	0
I had a very bad day on #5YearswithEXO anniversary...my supervisor and workmates just a group of bitches besides i hate my part-time job &#128530;	1
@Mish7r they're lesbian because of ugly ass men like you. https://t.co/OM2TCSQMO3	1
"whenever niggas are in my sisters dm's talkin about satan one of these idiots always say ""no, @_htiderem is satan"" like nigga. move. &#128580;"	1
@FrankMicko1 If she does things she hasn't taken a stance on. Yeah, that'll get voters excited. Reparations for whom?	0
The Psychology of Internet Advertising https://t.co/7xu4PQo62k #internetmarketing #advertising https://t.co/6vDzNHMXz1	0
RT @yourseIves: blast the music until you can't feel a fucking thing	1
Dutch-Turks start voting in #Erdogan referendum #Netherlands #turkey https://t.co/VECzIEGGEC https://t.co/ti06RqsjZf	0
"#Anticipate. Wait on it &gt;&gt;&gt; ""YOU"" by Young Dapper... @LoveYoungDapper Cc @AngelinaAfrica2 @Emsoky https://t.co/REClPf8Au5"	0
@NanaLeCheaa come your ugly ass to class maybe you would see me!	1
I kno you bitches steal eyeliner n shit. I done bought 2 mac eyeliners n getting ready for the club they grew legs n ran off.	1
@SuzanneSimnick @ChelseaClinton @latimes Naw I killed it in the market - seeing jobs coming back - consumer confide… https://t.co/LR7m6Lwg6w	1
Hey, @_cemalsureyya Thanks for the follow! Check out my YouTube channel if you like gaming LPs :-) : https://t.co/BxlQ9rP5Z0	0
@UKKingsCrew @LAKings @NHLFlames @JDStylz_ @isabelleklea14 @bosedale3 @Suzifuji @kithcurry @largecar56 @K_DUBB_80… https://t.co/TD77ekDfU4	0
have i ever mentioned how much i fucking HATE my sister	1
"@PatsKarvelas always a hell of a risk to start a questions with ""Miranda Devine has written a column""... #karvelas"	0
RT @iAppleMarTennie: It's fucking LIT &#128483;&#128483; https://t.co/DTASHgOABE	1
Improve #highered student recruitment campaigns this tool includes free planning guide. https://t.co/Ib5GfuPKrb	0
